ID	SENTIMENT	TEXT
20020207_20.23.04-14788-0	positive	Venezuelan FAN [National Armed Forces] officers, non-commissioned officers and troops point out in a bulletin, which will begin to be circulated today [2 February], that the president seeks to destroy the military and "substitute it with a socialist popular militia similar to that in Cuba."
20010916_21.24.32-9824-21	neutral	The Tigers in August 1997 seized the 6,000-tonne MV Princess Kash off Mullaitivu, on the northeastern coast, while the vessel was taking supplies to private traders in the Jaffna peninsula.
non_fbis_06.20.40-8369-4	neutral	He  says, "I'm having a lot of trouble concentrating on my job  because of the prisoners at Guantanamo."
20020204_20.41.31-29293-0	neutral	Like other European countries, Belgium sent on Sunday [3 Feb] a diplomat to Guantanamo to verify the identity of a detainee who claims to have Belgian nationality.
non_fbis_08.15.19-23507-18	positive	But that ambition would be fully tested at the ballot box this  weekend.
20020414_21.17.08-16542-9	neutral	This tribunal will be responsible for trying war criminals.
20020320_20.36.59-7133-52	neutral	The kangaroo country should implement risk management procedures before opening the space station on Christmas Island, and open as widely as possible the opportunity of cooperation with other states, and open complete access to cooperation to all states without exception.
20020507_22.11.06-28210-22	negative	Meanwhile, Mr. Tsvangirai alleged, the land-reform plan, nominally launched to resettle one million poor families, is actually putting commercial farms in the hands of presidential cronies and members of the ruling party elite.
20020425_21.45.53-9610-0	negative	From the vantage point of Latin America and the Caribbean, there can be no doubt about the United States' complicity with the military and civilian authors of the abortive coup d'etat against Venezuelan President Hugo Chavez.
20020207_20.22.42-14586-17	positive	She stated: "We are quite respectful of the decisions made by Washington, even if we do not agree with them.
20020419_21.47.55-9546-9	negative	As the saying goes, when you pull up the turnip, mud comes with it.
20020315_20.22.38-4806-10	negative	On 1 March, Cambodia's Reaksmei Campuchea reported that Bush said that he intends to wage anti-terror wars everywhere in the world, that Iran, Iraq, and the DPRK form an axis of evil, and that he will launch strikes against the countries threatening the security of the United States.
20020208_20.29.29-13302-10	negative	"I'm fleeing from injustice and totalitarianism," Soto yelled to reporters.
non_fbis_08.46.28-13637-64	positive	(He declared January  "Americans' Month" and invited Jimmy Carter for a visit.)
temp_fbis_21.37.33-17834-5	neutral	He pointed out that U.S. President George Bush's decision to sell arms to Taiwan last April was made to avoid an imbalance of cross-strait military force by 2005 on the one hand and to further safeguard Taiwan's democratic achievements on the other.
20020315_20.38.49-16233-2	neutral	The general assembly of the Soyuz-U booster-rocket (BR), which is to boost Progress M-1, is scheduled for 18 March.
20020507_22.11.06-28210-35	negative	"If the prosecution's key witness is reluctant to testify, how will they proceed?
non_fbis_11.30.45-27115-27	negative	Moreover, he labeled as ``a  serious offer,'' a so-far spurned proposal by Havana to send  medical teams here to support the prison camp project.
20020115_21.11.08-11611-24	neutral	First, it assumes that those selected for Guantanamo are connected to the Sept. 11 attacks.
20020507_17.55.53-20579-9	neutral	The deceased, a shopkeeper by profession was abducted by unidentified gunmen from his house during the preceding night.
temp_fbis_21.20.14-9569-19	positive	Moreover, Chavez's foreign policies were contrary to American interests in Latin America, as well as in other parts of the world.
non_fbis_06.25.38-22700-32	neutral	Conversations between the cleric and the captives have taken  place, one on one, in his native Bengali and Urdu.
20010926_22.11.18-10696-3	negative	The businessman said he turned down an offer of a 200,000 dollar commission for the sale.
20020416_21.44.44-3823-4	positive	As a friend of Venezuela, China hoped to further strengthen friendship and cooperation with the country, Zhang said.
20020427_22.07.25-26605-11	positive	Mbeki expressed South Africa's pride at Shuttleworth's efforts, saying they would go a long way towards inspiring young people to take up subjects like engineering, mathematics and science.
20020318_20.48.00-11907-33	positive	"The call to all of us, whether in the ruling party or in the opposition, is that we unite and come together as one people.
20011124_20.49.56-27748-9	positive	Misuari launched his revolt after Arroyo decided to back an MNLF rival in an election to be held Monday to choose the next ARMM governor.
20020410_22.24.21-25298-2	positive	United Nations Secretary-General Kofi Annan, the European high representative for the common foreign and security policy (CFSP), Javier Solana, and the foreign ministers of Spain and Russia, Josep Pique and Igor Ivanov, on Wednesday called on Israel to "withdraw immediately" from all Palestinian areas that have recently been occupied and collectively expressed their full support to the Middle East mission US Secretary of State Colin Powell is going to undertake.
20020320_11.58.59-16532-5	negative	Compared with the Clinton administration, the Bush administration evidently is in retrogression on the Taiwan issue.
non_fbis_12.09.12-23643-2	positive	And public opinion was solidly  behind the war effort.
20020314_20.27.25-21759-4	neutral	But the truth of the matter is that Israel and the Palestinians are not at war.
non_fbis_15.13.45-21190-13	negative	The Soviet Union was also called the "evil empire" years ago.
temp_fbis_21.07.24-28603-19	positive	Bush described Taiwan as a "good friend" of the US during his weekly radio address to the US public that aired last week within hours of his departure for Asia.
non_fbis_08.46.28-13637-138	negative	After Rumsfeld tours Camp  X-Ray with four senators and the chairman of the Joint Chiefs of  Staff, Richard Myers (who is so overshadowed by the secretary's  rock star aura that one reporter has to ask who he is), Rumsfeld  meets the press on Heartbreak Ridge.
20011107_15.37.27-28157-10	neutral	It actually reflects Israel's determination not to deal with the Palestinian issue as one united and indivisible whole.
non_fbis_06.29.16-13721-8	neutral	They  are provided with a medical exam upon admission, and their diet  (is someone making a point about diversity here?) ranges from  bagels and cream cheese to rice and beans--all eaten with  plastic utensils--after which the prisoners may clean their  teeth with specially shortened brushes.
20020120_21.15.19-21938-17	positive	London has previously insisted it supports US reassurances that the men are being treated humanely.
20011007_03.17.23-6711-36	neutral	Presently, Japan is implementing these plans in different stages.
20020220_20.47.21-9712-16	neutral	The United States possesses solid evidence.
20011113_20.27.12-885-24	positive	A less utopian wish is to get multilateral agencies, or some of them, to guarantee the Argentine offers to its creditors.
